,country_name,indicator_name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
161457,Estonia,"Population, total",1388115.0,1379350.0,1370720.0,1362550.0,1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,1326855.0,1329479.0
161794,Estonia,"Unemployment, female (% of female labor force) (modeled ILO estimate)",13.2320003509521,8.67899990081787,10.3809995651245,8.82499980926514,6.90299987792969,5.58500003814697,3.75699996948242,5.13199996948242,10.298999786377,14.0970001220703,11.5799999237061,9.09799957275391,8.1560001373291,6.80800008773804,6.13399982452393,6.06400012969971,5.30000019073486,5.32299995422363,4.84700012207031,6.61899995803833
161795,Estonia,"Unemployment, female (% of female labor force) (national estimate)",13.2399997711182,8.68000030517578,10.3800001144409,8.82999992370605,6.90999984741211,5.59000015258789,3.75999999046326,5.1399998664856,10.3100004196167,14.1000003814697,11.5799999237061,9.10000038146973,8.15999984741211,6.80999994277954,6.13000011444092,6.07000017166138,5.30000019073486,5.32000017166138,4.84000015258789,6.61999988555908
161796,Estonia,"Unemployment, male (% of male labor force) (modeled ILO estimate)",13.0319995880127,11.3079996109009,12.1409997940063,11.6230001449585,9.14099979400635,6.22399997711182,5.375,5.75099992752075,16.6630001068115,19.2649993896484,13.0590000152588,10.9069995880127,9.08500003814697,7.85799980163574,6.24399995803833,7.41300010681152,6.18900012969971,5.41300010681152,4.07600021362305,6.9689998626709
161797,Estonia,"Unemployment, male (% of male labor force) (national estimate)",13.039999961853,11.3100004196167,12.1400003433228,11.6300001144409,9.14999961853027,6.23000001907349,5.38000011444092,5.76000022888184,16.6800003051758,19.2700004577637,13.0600004196167,10.9099998474121,9.09000015258789,7.8600001335144,6.23999977111816,7.42000007629395,6.19000005722046,5.40999984741211,4.07000017166138,6.96999979019165
168066,Finland,Fixed broadband subscriptions (per 100 people),2.576686715,5.246130811,9.395279556,15.26085571,22.32774861,27.07726077,30.52245496,30.41668413,29.3059382,29.06193356,29.7957083,30.42788521,31.62724201,32.19863878,31.56100156,31.1402214,31.02676267,31.45271337,32.48281502,33.31696964
168068,Finland,Fixed telephone subscriptions (per 100 people),53.95989637,52.2811366,49.12084021,45.17213291,40.31240593,36.19144021,32.84420014,31.0182502,26.76768755,23.29576565,20.03696449,16.42729054,13.82979388,11.696611,9.800913025,8.318004232,6.858547537,5.848719873,4.862480378,4.060844078
168087,Finland,GDP (current US$),129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275715087494.902,268508200125.49,269594831987.549
168237,Finland,Individuals using the Internet (% of population),43.10536335,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.70999491,89.87999797,91.5144,86.53039275,86.42213333,87.70364996,87.46892907,88.88996,89.60738511,92.17
168315,Finland,"Life expectancy at birth, female (years)",81.5,81.5,81.8,82.3,82.3,82.8,82.9,83.0,83.1,83.2,83.8,83.7,84.1,84.1,84.4,84.4,84.5,84.5,84.8,85.0
168316,Finland,"Life expectancy at birth, male (years)",74.6,74.9,75.1,75.3,75.5,75.8,75.8,76.3,76.5,76.7,77.3,77.7,78.0,78.4,78.7,78.6,78.9,79.1,79.3,79.4
168397,Finland,Mobile cellular subscriptions (per 100 people),80.29238472,86.63830623,90.8177069,95.15143538,100.2105563,107.4374168,114.7659407,128.3967569,144.1337022,156.361179,165.8615394,172.1218076,136.2607929,139.205784,134.9395252,131.3291545,129.9132285,129.4685668,129.2443669,128.5031548
168678,Finland,"Population, female",2654110.0,2659222.0,2664209.0,2670583.0,2678373.0,2687312.0,2697418.0,2708636.0,2720215.0,2731215.0,2742371.0,2753865.0,2764999.0,2774944.0,2782702.0,2789446.0,2794857.0,2797516.0,2799598.0,2802648.0
168680,Finland,"Population, male",2533898.0,2541376.0,2548805.0,2557589.0,2567723.0,2578956.0,2591302.0,2604763.0,2618656.0,2632137.0,2645901.0,2660106.0,2673973.0,2686568.0,2696829.0,2705857.0,2713357.0,2718009.0,2722008.0,2726895.0
168682,Finland,"Population, total",5188008.0,5200598.0,5213014.0,5228172.0,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,5521606.0,5529543.0
169019,Finland,"Unemployment, female (% of female labor force) (modeled ILO estimate)",10.7609996795654,10.164999961853,9.9370002746582,10.5740003585815,8.60799980163574,8.08300018310547,7.18699979782104,6.69299983978271,7.56799983978271,7.63600015640259,7.09600019454956,7.05100011825562,7.51599979400635,7.94500017166138,8.84200000762939,8.58100032806396,8.39000034332275,7.2979998588562,6.16499996185303,7.48799991607666
169020,Finland,"Unemployment, female (% of female labor force) (national estimate)",10.7600002288818,10.1700000762939,9.9399995803833,10.5699996948242,8.60999965667725,8.07999992370605,7.19000005722046,6.69000005722046,7.57000017166138,7.6399998664856,7.09999990463257,7.05000019073486,7.51999998092651,7.94999980926514,8.84000015258789,8.57999992370605,8.39000034332275,7.30000019073486,6.17000007629395,7.48999977111816
169021,Finland,"Unemployment, male (% of male labor force) (modeled ILO estimate)",9.86100006103516,10.6540002822876,10.9569997787476,10.1630001068115,8.16800022125244,7.38299989700317,6.53700017929077,6.07299995422363,8.88799953460693,9.08500003814697,8.40499973297119,8.2810001373291,8.8149995803833,9.32400035858154,9.88199996948242,9.04100036621094,8.86999988555908,7.41800022125244,7.17399978637695,8.00800037384033
169022,Finland,"Unemployment, male (% of male labor force) (national estimate)",9.85999965667725,10.6599998474121,10.960000038147,10.1599998474121,8.17000007629395,7.38000011444092,6.53999996185303,6.07000017166138,8.89000034332275,9.09000015258789,8.40999984741211,8.27999973297119,8.81999969482422,9.32999992370605,9.88000011444092,9.03999996185303,8.86999988555908,7.42000007629395,7.17999982833862,8.01000022888184
169511,France,Fixed broadband subscriptions (per 100 people),1.012896846,2.767399287,5.924127676,10.80931341,15.49571388,20.66529336,25.45692061,28.66135233,31.74141269,33.93314168,35.98259834,37.72562555,39.03368925,40.45422009,41.68450907,42.80350858,43.92180444,44.77576734,45.69341975,46.92102436
169513,France,Fixed telephone subscriptions (per 100 people),57.39569958,57.06055443,56.28565342,55.52573487,55.14877284,55.47975265,56.24767221,56.42251636,65.44947548,64.60290018,63.85412523,62.47225149,61.16425725,60.44999848,60.39886305,60.31768987,59.72625149,58.67318077,58.0334068,57.84735557
169532,France,GDP (current US$),1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2630317731455.26
169682,France,Individuals using the Internet (% of population),26.32590355,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75,78.00603771,79.26981132,80.50245972,82.04318678,83.33974409,84.8
169760,France,"Life expectancy at birth, female (years)",83.0,83.0,82.7,83.8,83.8,84.5,84.8,84.8,85.0,85.3,85.7,85.4,85.6,86.1,85.6,85.8,85.7,85.8,85.9,85.3
169761,France,"Life expectancy at birth, male (years)",75.5,75.7,75.7,76.7,76.7,77.3,77.6,77.8,78.0,78.2,78.7,78.7,79.0,79.5,79.2,79.5,79.6,79.7,79.9,79.2
169842,France,Mobile cellular subscriptions (per 100 people),62.30182837,64.52020043,69.21311352,73.386296,78.67784699,83.99106172,89.47598456,93.18877831,92.60523577,91.89795153,94.61229513,97.94818377,99.10863425,101.9183391,103.4564614,104.4897355,106.4394347,108.357357,110.6100121,111.4556255
170123,France,"Population, female",31609073.0,31853822.0,32093648.0,32341282.0,32592276.0,32821949.0,33023327.0,33203347.0,33368664.0,33528500.0,33686256.0,33845372.0,34017119.0,34178119.0,34302345.0,34399175.0,34508584.0,34614021.0,34698686.0,34771320.0
170125,France,"Population, male",29748359.0,29951444.0,30151232.0,30363619.0,30587080.0,30799427.0,30992900.0,31171632.0,31338371.0,31499005.0,31656533.0,31814442.0,31981566.0,32133948.0,32245927.0,32324929.0,32409436.0,32487909.0,32550240.0,32608588.0
170127,France,"Population, total",61357432.0,61805266.0,62244880.0,62704901.0,63179356.0,63621376.0,64016227.0,64374979.0,64707035.0,65027505.0,65342789.0,65659814.0,65998685.0,66312067.0,66548272.0,66724104.0,66918020.0,67101930.0,67248926.0,67379908.0
170464,France,"Unemployment, female (% of female labor force) (modeled ILO estimate)",10.5080003738403,9.79699993133545,9.13300037384033,9.87100028991699,9.26500034332275,9.11299991607666,8.0930004119873,7.43900012969971,8.80300045013428,9.06900024414063,9.11900043487549,9.35799980163574,9.78999996185303,10.0249996185303,9.9040002822876,9.85299968719482,9.37399959564209,9.06099987030029,8.34799957275391,7.95300006866455
170465,France,"Unemployment, female (% of female labor force) (national estimate)",10.5100002288818,9.80000019073486,9.13000011444092,9.88000011444092,9.27000045776367,9.10999965667725,8.09000015258789,7.44000005722046,8.80000019073486,9.06999969482422,9.11999988555908,9.35999965667725,9.78999996185303,10.0299997329712,9.90999984741211,9.85000038146973,9.36999988555908,9.0600004196167,8.35000038146973,7.94999980926514
170466,France,"Unemployment, male (% of male labor force) (modeled ILO estimate)",6.99900007247925,7.76700019836426,7.59299993515015,8.07299995422363,7.80600023269653,7.86199998855591,7.27299976348877,6.7189998626709,8.68299961090088,8.68900012969971,8.5290002822876,9.4379997253418,10.039999961853,10.5349998474121,10.7629995346069,10.2329998016357,9.44400024414063,8.98099994659424,8.4680004119873,8.0629997253418
170467,France,"Unemployment, male (% of male labor force) (national estimate)",7.0,7.76999998092651,7.59000015258789,8.07999992370605,7.80999994277954,7.8600001335144,7.26999998092651,6.71999979019165,8.68000030517578,8.6899995803833,8.52999973297119,9.4399995803833,10.039999961853,10.539999961853,10.7700004577637,10.2299995422363,9.4399995803833,8.97999954223633,8.47000026702881,8.0600004196167
176736,Germany,Fixed broadband subscriptions (per 100 people),2.578145904,3.93082137,5.476975994,8.573548443,13.21867362,18.38319724,24.3010917,28.01446411,30.85860573,32.3678342,33.7108193,34.52611171,35.2844895,36.30777257,37.54542249,38.76437445,40.20437775,41.08544014,42.13680812,43.22463486
176738,Germany,Fixed telephone subscriptions (per 100 people),64.24494056,65.82439406,66.45029957,66.7830432,67.14357793,66.77122091,65.33146862,62.04839745,66.37827675,65.44842527,63.57009243,61.87276026,59.9943083,57.72962772,55.44863133,55.1136675,53.71504308,51.12817752,48.373359,45.7128169
176757,Germany,GDP (current US$),1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3977289455388.23,3888326788627.44,3846413928653.71
176907,Germany,Individuals using the Internet (% of population),31.65093942,48.82,55.9,64.73,68.71,72.16,75.16,78.0,79.0,82.0,81.26999954,82.34999847,84.17,86.19,87.58979935,84.16520664,84.3941537,87.03711209,88.13451691,89.81294133
176985,Germany,"Life expectancy at birth, female (years)",81.3,81.2,81.3,81.6,81.8,82.0,82.3,82.4,82.5,82.6,83.1,83.1,83.0,83.6,83.1,83.5,83.4,83.3,83.7,83.4
176986,Germany,"Life expectancy at birth, male (years)",75.5,75.4,75.6,75.9,76.2,76.4,76.9,77.2,77.3,77.5,77.9,78.1,78.1,78.7,78.3,78.6,78.7,78.6,79.0,78.6
177067,Germany,Mobile cellular subscriptions (per 100 people),68.9052462,72.51844181,79.39777279,87.35466029,97.14257025,105.1303054,118.3999684,130.1697232,129.7899266,109.3693912,112.4225954,114.1126357,123.2334833,122.1971002,117.8176431,125.8854564,132.7148699,129.3242137,128.3570318,128.1868547
177348,Germany,"Population, female",42217345.0,42260203.0,42256846.0,42221838.0,42172464.0,42099593.0,42017960.0,41912739.0,41781451.0,41692491.0,40903005.0,40956600.0,41043963.0,41187119.0,41511610.0,41808130.0,41919970.0,42000374.0,42053302.0,42052957.0
177350,Germany,"Population, male",40132580.0,40228292.0,40277330.0,40294422.0,40296958.0,40276858.0,40248412.0,40197358.0,40120856.0,40084439.0,39371978.0,39469223.0,39601642.0,39795381.0,40175001.0,40540539.0,40737032.0,40905408.0,41039660.0,41107914.0
177352,Germany,"Population, total",82349925.0,82488495.0,82534176.0,82516260.0,82469422.0,82376451.0,82266372.0,82110097.0,81902307.0,81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82657002.0,82905782.0,83092962.0,83160871.0
177689,Germany,"Unemployment, female (% of female labor force) (modeled ILO estimate)",7.77600002288818,8.20800018310547,9.28299999237061,10.0839996337891,10.8950004577637,10.173999786377,8.79599952697754,7.64499998092651,7.31199979782104,6.49900007247925,5.57800006866455,5.18100023269653,4.91900014877319,4.63199996948242,4.2189998626709,3.7409999370575,3.31699991226196,2.91000008583069,2.73300004005432,3.375
177690,Germany,"Unemployment, female (% of female labor force) (national estimate)",7.78000020980835,8.21000003814697,9.27999973297119,10.0799999237061,10.8900003433228,10.1700000762939,8.78999996185303,7.65000009536743,7.30999994277954,6.5,5.57999992370605,5.17999982833862,4.92000007629395,4.63000011444092,4.21999979019165,3.74000000953674,3.30999994277954,2.91000008583069,2.73000001907349,3.36999988555908
177691,Germany,"Unemployment, male (% of male labor force) (modeled ILO estimate)",7.76599979400635,8.69799995422363,10.1829996109009,11.2550001144409,11.3959999084473,10.3140001296997,8.54599952697754,7.41499996185303,8.10200023651123,7.36899995803833,6.02699995040894,5.55100011825562,5.49900007247925,5.28200006484985,4.9689998626709,4.45100021362305,4.12900018692017,3.78999996185303,3.49399995803833,4.19600009918213
177692,Germany,"Unemployment, male (% of male labor force) (national estimate)",7.76999998092651,8.69999980926514,10.1800003051758,11.25,11.3900003433228,10.3100004196167,8.53999996185303,7.42000007629395,8.10000038146973,7.36999988555908,6.03000020980835,5.55000019073486,5.5,5.28000020980835,4.96999979019165,4.44999980926514,4.11999988555908,3.78999996185303,3.49000000953674,4.19000005722046
181071,Greece,Fixed broadband subscriptions (per 100 people),,,0.093378272,0.457988755,1.426422995,4.364506472,9.14966047,13.64998027,17.48866166,20.69000831,22.75615498,24.94570836,27.1234207,29.49197754,32.26186355,34.0552614,35.74706347,37.6522655,39.2542671,40.84240569
181073,Greece,Fixed telephone subscriptions (per 100 people),50.36418929,56.28361952,56.15916877,56.54033399,56.22960819,55.16610837,49.18389318,47.58648512,54.75145612,54.17242511,53.05118746,50.65513107,50.20818398,49.70500276,49.34975023,48.99537785,48.97582183,48.60877611,47.56998526,48.24240573
181092,Greece,GDP (current US$),136309295225.34,154564203586.954,202370140236.265,240963562236.127,247875422204.414,273546728473.073,318902829550.733,355908689477.445,331308500253.274,297124961971.501,282995942006.557,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205144152830.847,188835201625.91
181242,Greece,Individuals using the Internet (% of population),10.93502581,14.67,17.8,21.42,24.0,32.25,35.88,38.2,42.4,44.4,51.64999517,55.06999344,59.8663,63.21,66.83495949,69.08791547,69.89297065,72.23837339,75.67120669,78.11584474
181320,Greece,"Life expectancy at birth, female (years)",81.0,81.1,81.3,81.6,81.8,82.0,82.0,82.5,82.8,83.0,83.6,83.4,84.0,84.1,83.7,84.0,83.9,84.4,84.2,83.7
181321,Greece,"Life expectancy at birth, male (years)",75.9,76.3,76.5,76.6,76.8,77.0,77.0,77.5,77.7,77.9,78.0,78.0,78.7,78.8,78.5,78.9,78.8,79.3,79.2,78.6
181402,Greece,Mobile cellular subscriptions (per 100 people),71.52339804,83.2946338,79.65321684,82.99369506,91.40834783,98.16363153,110.5621959,124.9905234,121.3136511,112.9052704,111.9946119,123.9228745,116.5555142,113.4854734,117.8887779,118.122548,122.4009386,115.6669118,113.4494873,109.4976098
181683,Greece,"Population, female",5465525.0,5488927.0,5506400.0,5525544.0,5548456.0,5573215.0,5596681.0,5621068.0,5644328.0,5657982.0,5653410.0,5624374.0,5583564.0,5545785.0,5508921.0,5486068.0,5475485.0,5464776.0,5459276.0,5448528.0
181685,Greece,"Population, male",5396607.0,5413095.0,5421670.0,5429597.0,5438858.0,5447147.0,5451792.0,5456773.0,5462689.0,5463359.0,5451489.0,5420637.0,5381647.0,5346628.0,5311962.0,5289903.0,5279194.0,5268106.0,5262306.0,5252028.0
181687,Greece,"Population, total",10862132.0,10902022.0,10928070.0,10955141.0,10987314.0,11020362.0,11048473.0,11077841.0,11107017.0,11121341.0,11104899.0,11045011.0,10965211.0,10892413.0,10820883.0,10775971.0,10754679.0,10732882.0,10721582.0,10700556.0
182024,Greece,"Unemployment, female (% of female labor force) (modeled ILO estimate)",16.0009994506836,15.4280004501343,14.5480003356934,16.0599994659424,15.5179996490479,13.8299999237061,12.9689998626709,11.5469999313354,13.3159999847412,16.3619995117188,21.5349998474121,28.2439994812012,31.3920001983643,30.2000007629395,28.8929996490479,28.1429996490479,26.117000579834,24.2840003967285,21.5440006256104,19.8239994049072
182025,Greece,"Unemployment, female (% of female labor force) (national estimate)",15.8999996185303,15.3400001525879,14.460000038147,15.960000038147,15.4300003051758,13.7600002288818,12.9099998474121,11.5100002288818,13.2799997329712,16.3299999237061,21.5100002288818,28.2099990844727,31.3500003814697,30.1700000762939,28.8500003814697,28.1000003814697,26.0699996948242,24.2299995422363,21.5,19.7900009155273
182026,Greece,"Unemployment, male (% of male labor force) (modeled ILO estimate)",6.9539999961853,6.46700000762939,6.06699991226196,6.44999980926514,6.25500011444092,5.7189998626709,5.26399993896484,5.14599990844727,6.98899984359741,10.0500001907349,15.1379995346069,21.5659999847412,24.5030002593994,23.6229991912842,21.7520008087158,19.8899993896484,17.8519992828369,15.4040002822876,14.0089998245239,13.5640001296997
182027,Greece,"Unemployment, male (% of male labor force) (national estimate)",6.90999984741211,6.42999982833862,6.03000020980835,6.40999984741211,6.21999979019165,5.69000005722046,5.23999977111816,5.13000011444092,6.96999979019165,10.0299997329712,15.1199998855591,21.5400009155273,24.4699993133545,23.6000003814697,21.7199993133545,19.8600006103516,17.8199996948242,15.3699998855591,13.9799995422363,13.539999961853
196966,Hungary,Fixed broadband subscriptions (per 100 people),0.307884015,1.096241739,2.606272424,4.064578703,6.461362985,11.92553084,14.51006963,17.7201518,19.8477344,21.7521962,23.37476555,24.289822,26.41020272,26.31860651,27.80543475,28.85809714,30.38683232,31.7234027,32.93541273,33.80113207
196968,Hungary,Fixed telephone subscriptions (per 100 people),36.71134275,36.08830402,35.52697464,35.23661127,33.86611477,33.41773031,32.42803953,30.96514395,30.81182585,29.99015852,29.64235909,30.01343828,30.28311285,30.71143054,31.64504364,31.98752176,32.1855598,31.72526724,31.48017606,30.74781651
196987,Hungary,GDP (current US$),53749989092.0197,67608919144.3684,85302003908.042,104141042625.791,113236711635.539,115751266695.185,140227560615.121,158374419641.016,131114229049.178,132231134158.608,141999960209.893,128857370476.631,135732595721.853,141078984816.675,125210324613.14,128636108315.474,143136245596.988,160586833778.457,163526491433.29,155808436238.487
197137,Hungary,Individuals using the Internet (% of population),14.5285543,16.67,21.63,27.74,38.97,47.06,53.3,61.0,62.0,65.0,68.01998789,70.57999815,72.6439,75.65319745,72.83473703,79.25941213,76.75054712,76.07436064,80.37169361,84.77115202
197215,Hungary,"Life expectancy at birth, female (years)",76.5,76.6,76.5,76.9,76.9,77.4,77.3,77.8,77.9,78.1,78.7,78.7,79.1,79.4,79.0,79.7,79.3,79.6,79.7,79.1
197216,Hungary,"Life expectancy at birth, male (years)",68.2,68.3,68.3,68.6,68.6,69.0,69.2,69.8,70.1,70.5,71.2,71.6,72.2,72.3,72.3,72.6,72.5,72.7,73.1,72.3
197297,Hungary,Mobile cellular subscriptions (per 100 people),48.73159222,67.72813346,78.33860647,86.28409963,92.40589149,99.10564734,110.0335799,122.34113,118.4050126,120.9970314,118.1317201,117.386504,117.8606544,119.5971623,101.2544484,102.0406696,102.2119005,103.4451716,106.0716003,106.9594676
197578,Hungary,"Population, female",5343996.0,5331733.0,5319049.0,5309383.0,5300395.0,5293164.0,5285470.0,5276249.0,5267700.0,5255083.0,5239155.0,5210802.0,5194900.0,5179290.0,5165373.0,5148625.0,5133501.0,5125566.0,5121750.0,5109117.0
197580,Hungary,"Population, male",4843580.0,4826875.0,4810503.0,4797763.0,4786670.0,4778206.0,4770310.0,4761939.0,4754950.0,4744940.0,4732572.0,4709560.0,4698182.0,4687178.0,4677655.0,4665398.0,4654465.0,4649998.0,4649391.0,4641032.0
197582,Hungary,"Population, total",10187576.0,10158608.0,10129552.0,10107146.0,10087065.0,10071370.0,10055780.0,10038188.0,10022650.0,10000023.0,9971727.0,9920362.0,9893082.0,9866468.0,9843028.0,9814023.0,9787966.0,9775564.0,9771141.0,9750149.0
197919,Hungary,"Unemployment, female (% of female labor force) (modeled ILO estimate)",4.875,5.0770001411438,5.38600015640259,5.85699987411499,7.42899990081787,7.90899991989136,7.73799991607666,8.00500011444092,9.73700046539307,10.6599998474121,10.9820003509521,10.6079998016357,10.1420001983643,7.91400003433228,7.03700017929077,5.10500001907349,4.57299995422363,3.98699998855591,3.49600005149841,4.48000001907349
197920,Hungary,"Unemployment, female (% of female labor force) (national estimate)",4.88000011444092,5.07999992370605,5.3899998664856,5.8600001335144,7.42999982833862,7.90999984741211,7.73000001907349,8.0,9.73999977111816,10.6599998474121,10.9799995422363,10.6099996566772,10.1400003433228,7.90999984741211,7.03999996185303,5.1100001335144,4.57000017166138,3.99000000953674,3.5,4.48000001907349
197921,Hungary,"Unemployment, male (% of male labor force) (modeled ILO estimate)",6.31300020217896,6.0460000038147,6.125,5.80700016021729,6.98899984359741,7.13899993896484,7.13700008392334,7.66499996185303,10.2770004272461,11.6099996566772,11.0719995498657,11.3380002975464,10.2119998931885,7.57399988174438,6.61700010299683,5.11499977111816,3.81299996376038,3.4779999256134,3.35700011253357,4.05999994277954
197922,Hungary,"Unemployment, male (% of male labor force) (national estimate)",6.32000017166138,6.05000019073486,6.13000011444092,5.80999994277954,6.98999977111816,7.1399998664856,7.13000011444092,7.65999984741211,10.2799997329712,11.6099996566772,11.0699996948242,11.3400001525879,10.210000038147,7.57000017166138,6.61999988555908,5.11999988555908,3.80999994277954,3.48000001907349,3.35999989509583,4.05999994277954
205636,Ireland,Fixed broadband subscriptions (per 100 people),,0.271238624,1.050231202,3.748031729,7.787554546,13.27700436,17.54416147,20.18271816,21.72353966,22.39552285,23.3228384,24.13268701,25.76605129,27.20554227,28.14590241,28.96652504,29.42806429,29.6794357,29.95495131,30.71159828
205638,Ireland,Fixed telephone subscriptions (per 100 people),48.40919827,50.53738513,49.11966505,49.65341179,49.55057962,51.44977465,52.22690161,50.33322977,47.43275005,45.62651601,44.57678489,43.56900463,44.07989129,43.712777,41.52799884,40.8396988,39.38984015,37.94842582,36.19856242,33.99602575
205657,Ireland,GDP (current US$),109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221876011283.5,238975558966.528,225496810956.67,238279269750.987,258969649063.72,291580037584.33,298928152644.686,335430829594.026,385041711506.234,399122063504.148,425888950992.003
205807,Ireland,Individuals using the Internet (% of population),23.13881219,25.85,34.31,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,83.49172234,83.49479167,83.5,84.11400706,87.00014011,87.00005524,91.99989097
205885,Ireland,"Life expectancy at birth, female (years)",79.9,80.4,80.7,81.1,81.3,81.7,82.1,82.4,82.7,83.1,83.0,83.1,83.1,83.5,83.4,83.6,84.0,84.1,84.7,84.1
205886,Ireland,"Life expectancy at birth, male (years)",74.5,75.0,75.7,76.1,76.7,76.9,77.3,77.9,77.8,78.5,78.6,78.7,78.9,79.3,79.6,79.8,80.4,80.4,80.8,80.4
205967,Ireland,Mobile cellular subscriptions (per 100 people),77.29855853,76.76564829,87.93801927,95.117702,103.1096369,110.8615681,114.9394597,114.3177837,104.6705407,103.2310634,106.8664733,108.7990577,105.7496368,106.176478,105.3646002,103.8191107,103.0630014,103.1710486,105.6900007,105.9994702
206248,Ireland,"Population, female",1942601.0,1973324.0,2003466.0,2038846.0,2083266.0,2140952.0,2205554.0,2253499.0,2279251.0,2294319.0,2306846.0,2319082.0,2333444.0,2352024.0,2374896.0,2401335.0,2426140.0,2454369.0,2486201.0,2510556.0
206250,Ireland,"Population, male",1923642.0,1958623.0,1993055.0,2031416.0,2076648.0,2132639.0,2193388.0,2236045.0,2256124.0,2265836.0,2273238.0,2280451.0,2290372.0,2305716.0,2327061.0,2354000.0,2381248.0,2412947.0,2448139.0,2475118.0
206252,Ireland,"Population, total",3866243.0,3931947.0,3996521.0,4070262.0,4159914.0,4273591.0,4398942.0,4489544.0,4535375.0,4560155.0,4580084.0,4599533.0,4623816.0,4657740.0,4701957.0,4755335.0,4807388.0,4867316.0,4934340.0,4985674.0
206589,Ireland,"Unemployment, female (% of female labor force) (modeled ILO estimate)",3.54399991035461,3.75200009346008,4.00799989700317,3.82999992370605,4.00500011444092,4.20900011062622,4.92899990081787,5.69899988174438,9.51000022888184,11.4049997329712,12.4980001449585,12.7480001449585,12.414999961853,10.875,8.91300010681152,7.59700012207031,6.28700017929077,5.69099998474121,4.69000005722046,5.64699983596802
206590,Ireland,"Unemployment, female (% of female labor force) (national estimate)",3.54999995231628,3.75,4.01000022888184,3.82999992370605,4.01000022888184,4.21000003814697,4.92999982833862,5.69999980926514,9.51000022888184,11.4099998474121,12.5,12.75,12.4200000762939,10.8699998855591,8.90999984741211,7.59999990463257,6.28999996185303,5.69000005722046,4.69000005722046,5.65000009536743
206591,Ireland,"Unemployment, male (% of male labor force) (modeled ILO estimate)",3.7739999294281,4.55200004577637,4.81699991226196,4.96000003814697,4.58500003814697,4.55800008773804,5.01900005340576,7.59800004959106,15.081000328064,17.0620002746582,17.6870002746582,17.6770000457764,14.8240003585815,12.6759996414185,10.7329998016357,9.01599979400635,7.06599998474121,5.7810001373291,5.17000007629395,5.59700012207031
206592,Ireland,"Unemployment, male (% of male labor force) (national estimate)",3.77999997138977,4.55000019073486,4.82000017166138,4.96000003814697,4.59000015258789,4.55999994277954,5.01999998092651,7.59999990463257,15.0799999237061,17.0699996948242,17.6900005340576,17.6800003051758,14.8299999237061,12.6700000762939,10.7299995422363,9.02000045776367,7.07000017166138,5.78000020980835,5.17000007629395,5.59999990463257
209971,Italy,Fixed broadband subscriptions (per 100 people),0.685712513,1.486468268,3.908653007,8.152939586,11.70567626,14.51493313,17.22977795,19.13757364,20.44566317,22.07834377,22.68655752,22.98510954,23.29020159,23.80827259,24.59646983,25.65528181,27.33701213,28.3006229,28.85296013,29.98385626
209973,Italy,Fixed telephone subscriptions (per 100 people),48.09306251,47.46555499,46.20201573,44.79328031,42.97954545,45.93292794,38.15798502,37.40361704,38.30883947,37.98782976,37.09651581,36.32098553,35.06588763,34.06978226,33.36055862,33.40941423,34.11800938,33.64260989,32.23684529,32.42929018
209992,Italy,GDP (current US$),1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.67,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2009383867307.45,1888709443687.48
